stream,panel,condition,menu,method,step,failure,credits,task_cost_units,memory_before,memory_after,true_mode,predicted_failure_own_kernel,planning_seconds,probe_seconds,tool_seconds
24,0,data_shift,single,single_only,7,0,0,0,4,4,4,0.37779455999999995,7.791910320520401e-06,4.5797787606716156e-07,2.4833017960190773e-05
25,0,data_shift,single,single_only,0,0,0,0,6,6,2,0.12,1.1665979400277138e-05,1.3329554349184036e-06,9.542098268866539e-06
25,0,data_shift,single,single_only,1,0,0,0,6,6,2,0.37779455999999995,8.37491825222969e-06,8.328352123498917e-07,1.7167069017887115e-05
25,0,data_shift,single,single_only,2,0,4,4,6,7,3,0.0,8.167000487446785e-06,2.291053533554077e-06,1.4167046174407005e-05
25,0,data_shift,single,single_only,3,0,0,0,7,7,3,0.1992,8.00006091594696e-06,8.328352123498917e-07,1.3999873772263527e-05
25,0,data_shift,single,single_only,4,0,0,0,7,7,3,0.33614592,7.541850209236145e-06,7.08969309926033e-07,1.337495632469654e-05
25,0,data_shift,single,single_only,5,0,4,4,7,5,1,0.0,7.4158888310194016e-06,1.7918646335601807e-06,1.2707896530628204e-05
25,0,data_shift,single,single_only,6,0,0,0,5,5,1,0.1992,7.5409188866615295e-06,6.670597940683365e-07,1.2667151167988777e-05
25,0,data_shift,single,single_only,7,0,0,0,5,5,1,0.33614591999999993,7.417052984237671e-06,5.420297384262085e-07,1.2124888598918915e-05
26,0,data_shift,single,single_only,0,0,0,0,1,1,1,0.25926,1.0916031897068024e-05,9.580980986356735e-07,2.037500962615013e-05
26,0,data_shift,single,single_only,1,0,0,0,1,1,5,0.4237746585599999,8.207978680729866e-06,7.501803338527679e-07,1.9541941583156586e-05
26,0,data_shift,single,single_only,2,0,2,2,1,3,7,0.34881947712,7.709022611379623e-06,1.4170072972774506e-06,1.5208031982183456e-05
26,0,data_shift,single,single_only,3,0,4,4,3,3,3,0.12,9.875046089291573e-06,1.8749851733446121e-06,1.5416881069540977e-05
26,0,data_shift,single,single_only,4,0,0,0,3,3,3,0.3360276,7.917173206806183e-06,6.66128471493721e-07,1.433398574590683e-05
26,0,data_shift,single,single_only,5,0,2,2,3,3,7,0.2694912,7.5409188866615295e-06,1.2081582099199295e-06,1.4208024367690086e-05
26,0,data_shift,single,single_only,6,0,0,0,3,3,7,0.42696113986559997,7.709022611379623e-06,5.841720849275589e-07,1.2625008821487427e-05
26,0,data_shift,single,single_only,7,0,0,0,3,3,7,0.5315291271154631,7.4158888310194016e-06,5.420297384262085e-07,1.2458069249987602e-05
27,0,data_shift,single,single_only,0,0,0,0,7,7,7,0.1847625,1.058308407664299e-05,9.159557521343231e-07,2.037500962615013e-05
27,0,data_shift,single,single_only,1,0,2,2,7,7,7,0.12764399999999998,7.958151400089264e-06,1.250067725777626e-06,1.7625046893954277e-05
27,0,data_shift,single,single_only,2,0,2,2,7,7,7,0.0,8.541857823729515e-06,1.1657830327749252e-06,5.542067810893059e-06
27,0,data_shift,single,single_only,3,0,0,0,7,7,7,0.11999999999999998,8.124858140945435e-06,6.2515027821064e-07,4.292000085115433e-06
27,0,data_shift,single,single_only,4,0,2,2,7,7,7,0.0,7.917173206806183e-06,9.578652679920197e-07,4.207948222756386e-06
27,0,data_shift,single,single_only,5,0,2,2,7,7,7,0.35503221227520004,7.834052667021751e-06,9.171199053525925e-07,1.7083948478102684e-05
27,0,data_shift,single,single_only,6,0,0,0,7,7,7,0.48065030466860476,8.082948625087738e-06,5.83939254283905e-07,1.5875091776251793e-05
27,0,data_shift,single,single_only,7,0,0,0,7,7,3,0.5662813511064266,7.792143151164055e-06,5.420297384262085e-07,1.5415949746966362e-05
28,0,data_shift,single,single_only,0,0,0,0,4,4,4,0.1462515,1.0291114449501038e-05,9.168870747089386e-07,1.6208039596676826e-05
28,0,data_shift,single,single_only,1,0,2,2,4,4,4,0.052277279999999995,8.125090971589088e-06,1.4998950064182281e-06,1.2708129361271858e-05
28,0,data_shift,single,single_only,2,0,0,0,4,4,4,0.18090118049664,7.875030860304832e-06,6.668269634246826e-07,1.2125121429562569e-05
28,0,data_shift,single,single_only,3,0,2,2,4,4,4,0.37546223615999996,7.5409188866615295e-06,1.1669471859931946e-06,1.0875053703784943e-05
28,0,data_shift,single,single_only,4,0,4,4,4,4,4,0.12,7.832888513803482e-06,1.708976924419403e-06,1.2042000889778137e-05
28,0,data_shift,single,single_only,5,1,0,20,4,4,5,0.3579168,7.832888513803482e-06,5.830079317092896e-07,2.874992787837982e-06
28,0,data_shift,single,single_only,6,1,0,20,4,4,5,0.5073821073407999,7.791910320520401e-06,6.249174475669861e-07,2.6659108698368073e-06
28,0,data_shift,single,single_only,7,0,0,0,4,4,4,0.6043495221721694,7.542083039879799e-06,5.420297384262085e-07,1.1500203981995583e-05
29,0,data_shift,single,single_only,0,0,0,0,5,5,5,0.1992,1.0208925232291222e-05,8.749775588512421e-07,1.1875061318278313e-05
29,0,data_shift,single,single_only,1,0,0,0,5,5,1,0.33614591999999993,7.832888513803482e-06,7.080379873514175e-07,8.875038474798203e-06
29,0,data_shift,single,single_only,2,0,4,4,5,5,1,0.0,7.834052667021751e-06,1.8749851733446121e-06,9.833136573433876e-06
29,0,data_shift,single,single_only,3,0,0,0,5,5,1,0.0428557728,7.500173524022102e-06,5.830079317092896e-07,1.3249926269054413e-05
29,0,data_shift,single,single_only,4,0,2,2,5,1,1,0.0,7.3749106377363205e-06,1.1671800166368484e-06,4.959059879183769e-06
29,0,data_shift,single,single_only,5,0,0,0,1,1,3,0.12,7.4999406933784485e-06,6.2515027821064e-07,4.666158929467201e-06
29,0,data_shift,single,single_only,6,0,2,2,1,1,3,0.0,7.458031177520752e-06,1.0419171303510666e-06,4.250090569257736e-06
29,0,data_shift,single,single_only,7,0,0,0,1,1,3,0.12,7.292022928595543e-06,5.00120222568512e-07,3.959052264690399e-06
30,0,data_shift,single,single_only,0,0,0,0,7,7,2,0.12,1.0209158062934875e-05,8.330680429935455e-07,6.583984941244125e-06
30,0,data_shift,single,single_only,1,0,2,2,7,3,2,0.0,7.832888513803482e-06,1.250067725777626e-06,4.749977961182594e-06
30,0,data_shift,single,single_only,2,0,0,0,3,3,2,0.12,7.458031177520752e-06,5.420297384262085e-07,4.209112375974655e-06
30,0,data_shift,single,single_only,3,0,2,2,3,3,2,0.0,7.582828402519226e-06,1.0828953236341476e-06,4.375120624899864e-06
30,0,data_shift,single,single_only,4,0,0,0,3,3,2,0.12,7.2498805820941925e-06,5.420297384262085e-07,4.084082320332527e-06
30,0,data_shift,single,single_only,5,0,2,2,3,7,6,0.0,7.166992872953415e-06,8.749775588512421e-07,3.958120942115784e-06
30,0,data_shift,single,single_only,6,0,0,0,7,7,6,0.12,7.125083357095718e-06,4.5797787606716156e-07,3.7918798625469208e-06
30,0,data_shift,single,single_only,7,0,2,2,7,3,2,0.0,7.4589625000953674e-06,7.918570190668106e-07,3.875000402331352e-06
31,0,data_shift,single,single_only,0,1,0,20,1,1,3,0.25926,1.0082963854074478e-05,8.749775588512421e-07,1.858314499258995e-05
31,0,data_shift,single,single_only,1,0,0,0,1,1,1,0.4237746585599999,8.167000487446785e-06,7.080379873514175e-07,1.6167061403393745e-05
31,0,data_shift,single,single_only,2,0,4,4,1,1,1,0.0,7.833121344447136e-06,1.9171275198459625e-06,1.1625001206994057e-05
31,0,data_shift,single,single_only,3,0,0,0,1,1,1,0.1992,7.500173524022102e-06,6.668269634246826e-07,1.0875053703784943e-05
31,0,data_shift,single,single_only,4,0,0,0,1,1,1,0.33614592,7.416820153594017e-06,5.841720849275589e-07,1.1165859177708626e-05
31,0,data_shift,single,single_only,5,0,4,4,1,1,1,0.0,7.333001121878624e-06,1.4998950064182281e-06,1.0125106200575829e-05
31,0,data_shift,single,single_only,6,0,0,0,1,1,1,0.42677402714112,7.6249707490205765e-06,5.420297384262085e-07,4.624947905540466e-06
31,0,data_shift,single,single_only,7,0,0,0,1,1,2,0.44434826062725113,7.333001121878624e-06,5.41098415851593e-07,4.290835931897163e-06
0,0,matched,single,full_joint,0,0,0,0,4,4,4,0.2256,1.0542105883359909e-05,1.3748649507761002e-06,2.7582980692386627e-05
0,0,matched,single,full_joint,1,1,0,20,4,4,7,0.37779455999999995,1.200009137392044e-05,9.580980986356735e-07,4.041939973831177e-06
0,0,matched,single,full_joint,2,0,4,4,4,7,7,0.0,7.708091288805008e-06,2.250075340270996e-06,2.6624882593750954e-05
0,0,matched,single,full_joint,3,0,0,0,7,7,7,0.1992,7.665948942303658e-06,7.08969309926033e-07,1.2750038877129555e-05
0,0,matched,single,full_joint,4,0,0,0,7,7,2,0.05307337669631999,7.542083039879799e-06,5.83939254283905e-07,1.6208039596676826e-05
0,0,matched,single,full_joint,5,0,0,0,7,7,2,0.06367054237979443,7.458031177520752e-06,4.998873919248581e-07,1.6249949112534523e-05
0,0,matched,single,full_joint,6,0,0,0,7,7,2,0.07137177887856927,7.417052984237671e-06,6.249174475669861e-07,1.491699367761612e-05
0,0,matched,single,full_joint,7,0,0,0,7,7,2,0.0770210514162616,7.333001121878624e-06,5.830079317092896e-07,1.3791956007480621e-05
1,0,matched,single,full_joint,0,0,0,0,0,0,0,0.12,1.0458985343575478e-05,1.0831281542778015e-06,7.458031177520752e-06
1,0,matched,single,full_joint,1,0,2,2,0,0,0,0.0,8.00006091594696e-06,1.4579854905605316e-06,5.292007699608803e-06
1,0,matched,single,full_joint,2,1,0,20,0,0,4,0.12,7.667113095521927e-06,5.830079317092896e-07,4.290835931897163e-06
1,0,matched,single,full_joint,3,0,2,2,0,4,4,0.0,8.00006091594696e-06,1.2088567018508911e-06,4.58303838968277e-06
1,0,matched,single,full_joint,4,0,0,0,4,4,4,0.12,7.58306123316288e-06,5.420297384262085e-07,4.250090569257736e-06
1,0,matched,single,full_joint,5,0,2,2,4,4,4,0.0,7.292022928595543e-06,1.0828953236341476e-06,4.083150997757912e-06
1,0,matched,single,full_joint,6,0,0,0,4,4,7,0.12,7.582828402519226e-06,4.998873919248581e-07,3.7499703466892242e-06
1,0,matched,single,full_joint,7,0,2,2,4,4,7,0.0,7.2910916060209274e-06,8.749775588512421e-07,3.916909918189049e-06
2,0,matched,single,full_joint,0,0,0,0,1,1,1,0.258864,1.0125106200575829e-05,8.749775588512421e-07,1.7416896298527718e-05
2,0,matched,single,full_joint,1,1,0,20,1,1,5,0.42267513446399996,7.791910320520401e-06,7.080379873514175e-07,1.2125121429562569e-05
2,0,matched,single,full_joint,2,1,2,22,1,1,5,0.34636050892799997,7.6249707490205765e-06,1.416075974702835e-06,1.2665987014770508e-05
2,0,matched,single,full_joint,3,0,4,4,1,5,5,0.12,7.6249707490205765e-06,1.7499551177024841e-06,1.233397051692009e-05
2,0,matched,single,full_joint,4,0,0,0,5,5,5,0.33496272,7.541850209236145e-06,6.670597940683365e-07,1.1542113497853279e-05
2,0,matched,single,full_joint,5,0,2,2,5,5,5,0.26530943999999995,7.458031177520752e-06,1.1248048394918442e-06,1.0207993909716606e-05
2,0,matched,single,full_joint,6,0,0,0,5,5,5,0.03582432,7.3339324444532394e-06,5.420297384262085e-07,1.037493348121643e-05
2,0,matched,single,full_joint,7,0,0,0,5,5,5,0.051628127232,7.2498805820941925e-06,5.00120222568512e-07,1.1499971151351929e-05
3,0,matched,single,full_joint,0,1,0,20,6,6,7,0.253848,1.0082963854074478e-05,8.330680429935455e-07,4.708068445324898e-06
3,0,matched,single,full_joint,1,1,0,20,6,6,7,0.4166610708479999,7.834052667021751e-06,6.249174475669861e-07,3.2919924706220627e-06
3,0,matched,single,full_joint,2,0,4,4,6,7,7,0.08765999999999999,7.458031177520752e-06,1.708976924419403e-06,1.5666941180825233e-05
3,0,matched,single,full_joint,3,0,0,0,7,7,3,0.234630945024,7.458031177520752e-06,5.830079317092896e-07,1.4167046174407005e-05
3,0,matched,single,full_joint,4,0,2,2,7,7,6,0.16785275624447998,7.458031177520752e-06,1.1671800166368484e-06,1.0791001841425896e-05
3,0,matched,single,full_joint,5,1,0,20,7,7,6,0.28433061254804864,7.417052984237671e-06,4.998873919248581e-07,1.0832911357283592e-05
3,0,matched,single,full_joint,6,1,2,22,7,7,2,0.2108266467549739,7.3339324444532394e-06,1.0419171303510666e-06,1.0499963536858559e-05
3,0,matched,single,full_joint,7,1,0,20,7,7,2,0.31133669070950676,7.542083039879799e-06,5.830079317092896e-07,1.0750023648142815e-05
4,0,matched,single,full_joint,0,0,0,0,1,1,0,0.0525,9.875046089291573e-06,8.330680429935455e-07,1.5541911125183105e-05
4,0,matched,single,full_joint,1,0,0,0,1,1,0,0.09239999999999998,7.709022611379623e-06,6.670597940683365e-07,1.1416850611567497e-05
4,0,matched,single,full_joint,2,0,0,0,1,1,0,0.12272399999999999,7.292022928595543e-06,5.841720849275589e-07,1.1290889233350754e-05
4,0,matched,single,full_joint,3,0,2,2,1,1,0,0.0,7.458031177520752e-06,1.2919772416353226e-06,4.915986210107803e-06
4,0,matched,single,full_joint,4,0,4,4,1,0,0,0.0,7.2910916060209274e-06,1.6670674085617065e-06,1.1083902791142464e-05
4,0,matched,single,full_joint,5,0,0,0,0,0,0,0.18765791999999998,7.333001121878624e-06,5.420297384262085e-07,1.3709068298339844e-05
4,0,matched,single,full_joint,6,0,2,2,0,0,0,0.1134307584,7.792143151164055e-06,1.1669471859931946e-06,1.3750046491622925e-05
4,0,matched,single,full_joint,7,0,0,0,0,0,0,0.2447265814536192,7.250113412737846e-06,5.83939254283905e-07,1.354096457362175e-05
5,0,matched,single,full_joint,0,0,0,0,6,6,6,0.2256,9.667128324508667e-06,8.33999365568161e-07,1.6207806766033173e-05
5,0,matched,single,full_joint,1,0,0,0,6,6,6,0.37779455999999995,7.750000804662704e-06,6.249174475669861e-07,1.4208955690264702e-05
5,0,matched,single,full_joint,2,0,4,4,6,6,6,0.08765999999999999,7.4999406933784485e-06,1.6670674085617065e-06,1.712515950202942e-05
5,0,matched,single,full_joint,3,1,0,20,6,6,7,0.304032718848,7.417052984237671e-06,6.2515027821064e-07,2.9171351343393326e-06
5,0,matched,single,full_joint,4,1,0,20,6,6,7,0.44647781851049156,7.500173524022102e-06,5.417969077825546e-07,2.7921050786972046e-06
5,0,matched,single,full_joint,5,0,4,4,6,7,7,0.12614063615999999,7.333001121878624e-06,1.5830155462026596e-06,1.7165904864668846e-05
5,0,matched,single,full_joint,6,1,0,20,7,7,5,0.2578119265228554,7.4999406933784485e-06,5.841720849275589e-07,1.1208001524209976e-05
5,0,matched,single,full_joint,7,1,0,20,7,7,5,0.3502595336482197,7.292022928595543e-06,5.41098415851593e-07,1.0500196367502213e-05
6,0,matched,single,full_joint,0,0,0,0,1,1,1,0.12,9.792158380150795e-06,8.749775588512421e-07,6.250105798244476e-06
6,0,matched,single,full_joint,1,0,2,2,1,1,1,0.0,7.667113095521927e-06,1.250067725777626e-06,4.624947905540466e-06
6,0,matched,single,full_joint,2,0,2,2,1,1,1,0.26855328,7.333001121878624e-06,1.00000761449337e-06,1.416611485183239e-05
6,0,matched,single,full_joint,3,0,0,0,1,1,1,0.42510222065664,7.500173524022102e-06,5.417969077825546e-07,1.3082986697554588e-05
6,0,matched,single,full_joint,4,0,2,2,1,1,1,0.349492416,7.708091288805008e-06,1.250067725777626e-06,1.2082979083061218e-05
6,0,matched,single,full_joint,5,0,2,2,1,1,1,0.0,7.541151717305183e-06,9.171199053525925e-07,4.624947905540466e-06
6,0,matched,single,full_joint,6,0,0,0,1,1,1,0.11999999999999998,7.292022928595543e-06,6.658956408500671e-07,4.041008651256561e-06
6,0,matched,single,full_joint,7,0,0,0,1,1,0,0.2112,7.207971066236496e-06,4.998873919248581e-07,3.7918798625469208e-06
7,0,matched,single,full_joint,0,1,0,20,0,0,4,0.28368,9.791925549507141e-06,7.501803338527679e-07,1.791701652109623e-05
7,0,matched,single,full_joint,1,1,0,20,0,0,4,0.4599256780799999,8.208910003304482e-06,6.670597940683365e-07,1.4375196769833565e-05
7,0,matched,single,full_joint,2,1,2,22,0,0,4,0.40665263615999997,7.542083039879799e-06,1.2088567018508911e-06,1.4999881386756897e-05
7,0,matched,single,full_joint,3,0,4,4,0,4,4,0.12,7.834052667021751e-06,1.6249250620603561e-06,1.4290912076830864e-05
7,0,matched,single,full_joint,4,0,0,0,4,4,4,0.3579168,7.333001121878624e-06,6.670597940683365e-07,1.295912079513073e-05
7,0,matched,single,full_joint,5,0,2,2,4,5,5,0.3153216,7.875030860304832e-06,1.125037670135498e-06,1.454213634133339e-05
7,0,matched,single,full_joint,6,0,0,0,5,5,5,0.45778336745472,7.6249707490205765e-06,5.00120222568512e-07,1.3082986697554588e-05
7,0,matched,single,full_joint,7,0,0,0,5,5,1,0.5512765081567572,7.666880264878273e-06,5.830079317092896e-07,1.3208016753196716e-05
8,0,no_drift,single,full_joint,0,0,0,0,3,3,3,0.1992,9.916024282574654e-06,8.330680429935455e-07,1.5667174011468887e-05
8,0,no_drift,single,full_joint,1,0,0,0,3,3,3,0.33614591999999993,7.833819836378098e-06,6.249174475669861e-07,1.3582874089479446e-05
8,0,no_drift,single,full_joint,2,0,4,4,3,3,3,0.0,7.665948942303658e-06,1.6670674085617065e-06,1.3916054740548134e-05
8,0,no_drift,single,full_joint,3,0,0,0,3,3,3,0.1992,7.582828402519226e-06,5.408655852079391e-07,1.233397051692009e-05
8,0,no_drift,single,full_joint,4,0,0,0,3,3,3,0.33614592,7.6249707490205765e-06,5.420297384262085e-07,1.300009898841381e-05
8,0,no_drift,single,full_joint,5,0,4,4,3,3,3,0.0,7.541151717305183e-06,1.4170072972774506e-06,1.2791948392987251e-05
8,0,no_drift,single,full_joint,6,0,0,0,3,3,3,0.1992,7.3339324444532394e-06,5.00120222568512e-07,1.2249918654561043e-05
8,0,no_drift,single,full_joint,7,0,0,0,3,3,3,0.33614591999999993,7.2089023888111115e-06,5.00120222568512e-07,1.2124888598918915e-05
9,0,no_drift,single,full_joint,0,0,0,0,6,6,6,0.12,9.666895493865013e-06,7.920898497104645e-07,6.3749030232429504e-06
9,0,no_drift,single,full_joint,1,0,2,2,6,6,6,0.0,8.084112778306007e-06,1.2079253792762756e-06,4.624947905540466e-06
9,0,no_drift,single,full_joint,2,0,0,0,6,6,6,0.12,7.3749106377363205e-06,5.420297384262085e-07,4.084082320332527e-06
9,0,no_drift,single,full_joint,3,0,4,4,6,6,6,0.0,7.541850209236145e-06,1.666136085987091e-06,1.0542105883359909e-05
9,0,no_drift,single,full_joint,4,0,0,0,6,6,6,0.2256,7.833121344447136e-06,5.830079317092896e-07,8.709030225872993e-06
9,0,no_drift,single,full_joint,5,0,2,2,6,6,6,0.2112,7.6249707490205765e-06,1.0421499609947205e-06,8.415896445512772e-06
9,0,no_drift,single,full_joint,6,0,0,0,6,6,6,0.36685056,7.3749106377363205e-06,5.420297384262085e-07,8.499948307871819e-06
9,0,no_drift,single,full_joint,7,0,0,0,6,6,6,0.47401957785599996,7.4589625000953674e-06,5.830079317092896e-07,8.041970431804657e-06
10,0,no_drift,single,full_joint,0,0,0,0,7,7,7,0.25807199999999997,9.790994226932526e-06,7.499475032091141e-07,1.5165889635682106e-05
10,0,no_drift,single,full_joint,1,0,0,0,7,7,7,0.42047608627199995,7.792143151164055e-06,6.249174475669861e-07,1.154094934463501e-05
10,0,no_drift,single,full_joint,2,0,2,2,7,7,7,0.341442572544,7.459195330739021e-06,1.2079253792762756e-06,1.170882023870945e-05
10,0,no_drift,single,full_joint,3,0,0,0,7,7,7,0.0383264832,7.916009053587914e-06,5.420297384262085e-07,1.1625001206994057e-05
10,0,no_drift,single,full_joint,4,0,0,0,7,7,7,0.05307337669632,7.375143468379974e-06,4.998873919248581e-07,1.1125113815069199e-05
10,0,no_drift,single,full_joint,5,0,0,0,7,7,7,0.06367054237979443,7.750000804662704e-06,4.998873919248581e-07,1.0458985343575478e-05
10,0,no_drift,single,full_joint,6,0,0,0,7,7,7,0.07137177887856927,7.541151717305183e-06,5.00120222568512e-07,1.0667135939002037e-05
10,0,no_drift,single,full_joint,7,0,0,0,7,7,7,0.0770210514162616,7.458031177520752e-06,4.5797787606716156e-07,1.0875053703784943e-05
11,0,no_drift,single,full_joint,0,0,0,0,6,6,6,0.253848,9.709037840366364e-06,7.499475032091141e-07,1.729186624288559e-05
11,0,no_drift,single,full_joint,1,0,0,0,6,6,6,0.4166610708479999,7.916009053587914e-06,6.670597940683365e-07,1.491699367761612e-05
11,0,no_drift,single,full_joint,2,0,4,4,6,6,6,0.08765999999999999,7.58306123316288e-06,1.7499551177024841e-06,1.537497155368328e-05
11,0,no_drift,single,full_joint,3,0,0,0,6,6,6,0.304032718848,7.2089023888111115e-06,6.249174475669861e-07,1.3499986380338669e-05
11,0,no_drift,single,full_joint,4,0,2,2,6,6,6,0.05307337669632,7.3749106377363205e-06,1.125037670135498e-06,1.3749813660979271e-05
11,0,no_drift,single,full_joint,5,0,0,0,6,6,6,0.1760300772942191,8.083879947662354e-06,5.420297384262085e-07,1.2707896530628204e-05
11,0,no_drift,single,full_joint,6,0,2,2,6,6,6,0.2112,7.416820153594017e-06,9.59029421210289e-07,1.0584015399217606e-05
11,0,no_drift,single,full_joint,7,0,0,0,6,6,6,0.3118863839637535,7.207971066236496e-06,5.420297384262085e-07,1.3417098671197891e-05
12,0,no_drift,single,full_joint,0,0,0,0,4,4,4,0.144816,9.916955605149269e-06,9.168870747089386e-07,1.7499784007668495e-05
